East_m,North_m,Depth_m
568216.637,4469633.932,1.293
568217.228,4469634.426,1.266
568217.815,4469634.936,1.212
568218.349,4469635.47,1.202
568218.914,4469636.054,1.159
568219.487,4469636.643,1.156
568220.015,4469637.248,1.118
568220.578,4469637.833,1.1
568221.093,4469638.33,1.011
568221.6,4469638.793,1.047
568222.118,4469639.26,1.017
568222.659,4469639.801,1.015
568223.17,4469640.423,0.976
568223.716,4469641.089,0.962
568224.205,4469641.768,0.947
568224.607,4469642.377,0.904
568224.999,4469642.874,0.874
568225.347,4469643.342,0.853
568225.664,4469643.791,0.834
568225.937,4469644.195,0.84
568226.263,4469644.666,0.817
568226.566,4469645.16,0.839
568226.958,4469645.689,0.822
568227.328,4469646.235,0.805
568227.678,4469646.724,0.808
568228.02,4469647.198,0.854
568228.409,4469647.617,0.818
568228.841,4469647.969,0.813
568229.254,4469648.288,0.79
568229.691,4469648.598,0.832
568230.116,4469648.929,0.827
568230.572,4469649.307,0.795
568231.056,4469649.717,0.739
568231.502,4469650.149,0.697
568231.909,4469650.603,0.692
568232.3,4469651.078,0.639
568232.661,4469651.589,0.56
568233.011,4469652.092,0.519
568233.357,4469652.604,0.486
568233.655,4469653.098,0.468
568233.933,4469653.54,0.447
568234.202,4469653.884,0.434
568234.418,4469654.144,0.436
568234.61,4469654.28,0.44
568234.756,4469654.39,0.461
568234.871,4469654.444,0.47
568234.975,4469654.45,0.458
568235.019,4469654.446,0.463
568234.954,4469654.454,0.461
568234.862,4469654.459,0.465
568234.759,4469654.427,0.449
568234.649,4469654.331,0.426
568234.523,4469654.197,0.429
568234.422,4469653.992,0.434
568234.355,4469653.717,0.424
568234.277,4469653.441,0.414
568234.226,4469653.16,0.433
568234.198,4469652.871,0.449
568234.193,4469652.617,0.472
568234.205,4469652.408,0.477
568234.171,4469652.242,0.465
568234.073,4469652.106,0.468
568233.96,4469652.019,0.482
568233.83,4469651.9,0.486
568233.675,4469651.666,0.5
568233.528,4469651.329,0.509
568233.416,4469650.929,0.53
568233.288,4469650.512,0.576
568233.143,4469650.011,0.597
568232.941,4469649.509,0.602
568232.677,4469649.052,0.643
568232.349,4469648.639,0.683
568232.006,4469648.318,0.729
568231.652,4469648.061,0.78
568231.263,4469647.793,0.812
568230.841,4469647.587,0.794
568230.396,4469647.37,0.812
568229.896,4469647.197,0.825
568229.401,4469647.041,0.828
568228.881,4469646.961,0.816
568228.303,4469646.885,0.845
568227.761,4469646.793,0.808
568227.289,4469646.582,0.775
568226.997,4469646.288,0.85
568226.948,4469645.912,0.868
568226.798,4469645.413,0.828
568226.522,4469645.09,0.857
568226.154,4469644.786,0.826
568225.686,4469644.482,0.846
568225.125,4469644.233,0.845
568224.531,4469644.061,0.831
568223.888,4469643.974,0.865
568223.216,4469643.942,0.877
568222.548,4469643.972,0.873
568221.834,4469644.043,0.854
568221.123,4469644.069,0.858
568220.423,4469644.092,0.892
568219.802,4469644.017,0.915
568219.289,4469643.937,0.948
568218.83,4469643.851,0.983
568218.366,4469643.674,1.002
568217.919,4469643.468,0.984
568217.47,4469643.205,1.029
568217.025,4469642.921,1.015
568216.641,4469642.617,1.008
568216.256,4469642.258,1.123
568215.864,4469641.931,1.132
568215.479,4469641.632,1.126
568215.056,4469641.38,1.143
568214.623,4469641.108,1.155
568214.18,4469640.791,1.146
568213.763,4469640.496,1.136
568213.353,4469640.117,1.187
568212.944,4469639.673,1.206
568212.497,4469639.15,1.24
568211.989,4469638.614,1.265
568211.459,4469638.085,1.308
568210.895,4469637.53,1.382
568210.32,4469636.967,1.382
568209.745,4469636.33,1.444
568209.133,4469635.707,1.484
568208.527,4469635.177,1.515
568207.846,4469634.6,1.538
568207.218,4469633.976,1.569
568206.563,4469633.284,1.592
568205.961,4469632.571,1.628
568205.395,4469631.833,1.676
568204.831,4469631.092,1.684
568204.248,4469630.367,1.742
568203.641,4469629.649,1.768
568203.018,4469628.961,1.831
568202.448,4469628.229,1.862
568201.948,4469627.43,1.863
568201.469,4469626.563,1.916
568201.009,4469625.716,1.969
568200.585,4469624.883,1.998
568200.185,4469624.141,2.01
568199.737,4469623.43,2.066
568199.326,4469622.667,2.067
568198.932,4469621.918,2.122
568198.563,4469621.288,2.156
568198.196,4469620.718,2.123
568197.804,4469620.13,2.15
568197.406,4469619.618,2.205
568196.978,4469619.087,2.217
568196.6,4469618.402,2.27
568196.209,4469617.613,2.286
568195.87,4469616.809,2.303
568195.531,4469616.043,2.28
568195.216,4469615.336,2.309
568194.872,4469614.726,2.286
568194.514,4469614.171,2.332
568194.141,4469613.636,2.31
568193.791,4469612.988,2.31
568193.45,4469612.31,2.286
568193.144,4469611.573,2.244
568192.838,4469610.804,2.279
568192.569,4469610.086,2.27
568192.202,4469609.424,2.263
568191.803,4469608.848,2.27
568191.35,4469608.412,2.32
568190.863,4469608.141,2.306
568190.378,4469607.852,2.312
568189.856,4469607.388,2.32
568189.36,4469606.807,2.299
568188.899,4469606.187,2.349
568188.469,4469605.556,2.381
568188.09,4469605.084,2.372
568187.702,4469604.713,2.332
568187.285,4469604.411,2.444
568186.759,4469604.169,2.466
568186.283,4469603.97,2.457
568185.823,4469603.571,2.476
568185.415,4469602.962,2.444
568184.998,4469602.282,2.52
568184.696,4469601.664,2.579
568184.414,4469601.253,2.638
568184.159,4469601.056,2.681
568183.798,4469600.933,2.7
568183.505,4469600.762,2.728
568183.237,4469600.476,2.743
568183.039,4469600.187,2.784
568182.803,4469599.874,2.783
568182.637,4469599.738,2.784
568182.49,4469599.793,2.782
568182.286,4469600.037,2.806
568182.091,4469600.34,2.849
568181.926,4469600.634,2.843
568181.791,4469600.87,2.842
568181.667,4469601.209,2.864
568181.636,4469601.713,2.868
568181.627,4469602.464,2.855
568181.774,4469603.402,2.741
568181.969,4469604.107,2.672
568181.983,4469604.7,2.612
568182.134,4469605.433,2.658
568182.33,4469606.215,2.585
568182.471,4469606.92,2.631
568182.604,4469607.658,2.614
568182.78,4469608.279,2.56
568182.823,4469608.83,2.51
568182.981,4469609.46,2.533
568183.156,4469610.123,2.539
568183.419,4469610.833,2.401
568183.725,4469611.584,2.359
568184.015,4469612.352,2.487
568184.341,4469613.189,2.425
568184.681,4469614.007,2.425
568185.165,4469614.838,2.48
568185.52,4469615.638,2.474
568186.005,4469616.424,2.443
568186.529,4469617.215,2.424
568187.013,4469617.941,2.453
568187.539,4469618.66,2.461
568188.129,4469619.419,2.494
568188.79,4469620.244,2.497
568189.462,4469621.049,2.501
568190.103,4469621.869,2.467
568190.765,4469622.704,2.411
568191.42,4469623.556,2.375
568191.989,4469624.372,2.339
568192.592,4469625.194,2.247
568193.327,4469626.063,2.19
568194.061,4469626.968,2.184
568194.867,4469627.878,2.122
568195.637,4469628.667,2.061
568196.465,4469629.42,2.016
568197.294,4469630.152,1.969
568198.086,4469630.825,1.933
568198.898,4469631.462,1.827
568199.717,4469632.055,1.826
568200.545,4469632.633,1.778
568201.424,4469633.176,1.786
568202.294,4469633.694,1.725
568203.132,4469634.152,1.678
568203.941,4469634.501,1.655
568204.728,4469634.798,1.609
568205.473,4469635.014,1.564
568206.208,4469635.184,1.579
568206.857,4469635.352,1.539
568207.582,4469635.543,1.53
568208.461,4469635.779,1.472
568209.322,4469636.064,1.452
568210.135,4469636.421,1.413
568211.056,4469636.86,1.405
568211.983,4469637.322,1.347
568212.857,4469637.805,1.263
568213.733,4469638.301,1.238
568214.543,4469638.727,1.214
568215.171,4469639.126,1.229
568215.861,4469639.445,1.172
568216.414,4469639.73,1.154
568217.06,4469640.088,1.142
568217.571,4469640.415,1.09
568218.152,4469640.834,1.092
568218.683,4469641.219,1.039
568219.245,4469641.647,1.026
568219.717,4469642.039,1.001
568220.213,4469642.436,0.997
568220.57,4469642.873,0.951
568220.925,4469643.193,0.924
568221.213,4469643.589,0.906
568221.552,4469643.835,0.783
568221.806,4469644.056,0.873
568222.067,4469644.267,0.839
568222.366,4469644.459,0.851
568222.679,4469644.698,0.837
568222.967,4469645.074,0.868
568223.324,4469645.491,0.85
568223.618,4469645.924,0.836
568223.893,4469646.37,0.83
568224.17,4469646.825,0.825
568224.46,4469647.207,0.823
568224.744,4469647.617,0.826
568225.004,4469648.02,0.831
568225.256,4469648.438,0.831
568225.479,4469648.873,0.826
568225.704,4469649.31,0.871
568225.962,4469649.773,0.867
568226.21,4469650.269,0.874
568226.456,4469650.706,0.857
568226.652,4469651.166,0.877
568226.886,4469651.634,0.859
568227.132,4469652.082,0.855
568227.381,4469652.578,0.859
568227.696,4469653.069,0.859
568228.001,4469653.549,0.821
568228.279,4469653.992,0.811
568228.546,4469654.421,0.789
568228.778,4469654.865,0.743
568228.99,4469655.338,0.698
568229.15,4469655.851,0.68
568229.275,4469656.373,0.648
568229.298,4469656.804,0.614
568229.243,4469657.11,0.607
568229.15,4469657.245,0.618
568229.053,4469657.234,0.632
568228.896,4469657.142,0.623
568228.694,4469657.055,0.665
568228.415,4469656.936,0.685
568228.088,4469656.829,0.711
568227.722,4469656.701,0.74
568227.34,4469656.497,0.743
568226.981,4469656.208,0.79
568226.616,4469655.83,0.826
568226.258,4469655.398,0.839
568225.914,4469654.94,0.868
568225.564,4469654.523,0.865
568225.227,4469654.146,0.893
568224.869,4469653.861,0.888
568224.471,4469653.606,0.882
568224.042,4469653.396,0.872
568223.602,4469653.173,0.908
568223.159,4469652.874,0.881
568222.681,4469652.466,0.896
568222.182,4469651.939,0.885
568221.709,4469651.347,0.854
568221.266,4469650.701,0.86
568220.869,4469650.074,0.823
568220.481,4469649.489,0.8
568220.094,4469648.967,0.841
568219.698,4469648.581,0.853
568219.298,4469648.295,0.877
568218.872,4469648.1,0.855
568218.416,4469647.972,0.883
568217.939,4469647.884,0.883
568217.447,4469647.732,0.893
568216.913,4469647.564,0.914
568216.359,4469647.344,0.914
568215.795,4469647.028,0.943
568215.193,4469646.568,0.96
568214.581,4469646.059,0.974
568213.987,4469645.555,1.002
568213.352,4469645.057,1.026
568212.773,4469644.58,1.087
568212.179,4469644.14,1.103
568211.591,4469643.683,1.16
568211.021,4469643.206,1.177
568210.443,4469642.71,1.199
568209.869,4469642.213,1.227
568209.304,4469641.674,1.257
568208.753,4469641.104,1.28
568208.177,4469640.545,1.316
568207.638,4469640.042,1.339
568207.106,4469639.546,1.388
568206.567,4469639.096,1.424
568206.056,4469638.725,1.449
568205.545,4469638.367,1.454
568205.048,4469638.012,1.503
568204.547,4469637.675,1.531
568204.086,4469637.383,1.554
568203.621,4469637.029,1.587
568203.161,4469636.726,1.594
568202.746,4469636.385,1.62
568202.313,4469636.046,1.653
568201.923,4469635.721,1.651
568201.566,4469635.351,1.684
568201.287,4469635.043,1.742
568200.961,4469634.77,1.732
568200.595,4469634.438,1.729
568200.266,4469634.17,1.78
568199.921,4469633.942,1.801
568199.575,4469633.717,1.809
568199.242,4469633.432,1.809
568198.97,4469633.097,1.826
568198.681,4469632.772,1.816
568198.403,4469632.403,1.862
568198.141,4469632.045,1.865
568197.866,4469631.726,1.88
568197.626,4469631.466,1.855
568197.391,4469631.233,1.921
568197.133,4469631.032,1.957
568196.819,4469630.812,1.97
568196.5,4469630.571,1.974
568196.131,4469630.303,2.008
568195.714,4469629.948,2.008
568195.285,4469629.513,2.033
568194.824,4469628.989,2.079
568194.403,4469628.441,2.094
568194.028,4469627.817,2.145
568193.634,4469627.217,2.148
568193.299,4469626.631,2.146
568192.969,4469626.073,2.194
568192.646,4469625.574,2.216
568192.287,4469625.102,2.217
568191.912,4469624.695,2.296
568191.528,4469624.36,2.32
568191.138,4469624.018,2.342
568190.715,4469623.635,2.379
568190.269,4469623.219,2.421
568189.814,4469622.878,2.454
568189.353,4469622.608,2.49
568188.854,4469622.395,2.507
568188.335,4469622.187,2.537
568187.857,4469621.984,2.5
568187.373,4469621.729,2.51
568186.897,4469621.439,2.539
568186.355,4469621.137,2.527
568185.895,4469620.9,2.555
568185.42,4469620.637,2.493
568184.933,4469620.392,2.484
568184.461,4469620.175,2.454
568184.005,4469619.978,2.497
568183.536,4469619.826,2.48
568183.066,4469619.791,2.511
568182.541,4469619.813,2.49
568181.91,4469619.678,2.52
568181.251,4469619.417,2.533
568180.581,4469618.935,2.524
568179.959,4469618.183,2.487
568179.37,4469617.375,2.461
568178.756,4469616.59,2.474
568178.207,4469615.975,2.514
568177.623,4469615.406,2.486
568177.044,4469614.955,2.545
568176.445,4469614.506,2.603
568175.876,4469614.039,2.664
568175.301,4469613.427,2.793
568174.737,4469612.821,2.795
568174.192,4469612.236,2.81
568173.64,4469611.761,2.853
568173.081,4469611.505,2.941
568172.492,4469611.186,3.069
568171.855,4469610.907,3.154
568171.275,4469610.728,3.207
568170.67,4469610.613,3.237
568170.142,4469610.53,3.224
568169.519,4469610.285,3.296
568168.911,4469609.966,2.842
568168.323,4469609.636,2.737
568167.763,4469609.388,2.659
568167.252,4469609.151,2.596
568166.705,4469608.896,2.639
568166.226,4469608.83,2.711
568165.808,4469608.893,2.726
568165.313,4469609.024,2.506
568164.851,4469609.315,2.168
568164.361,4469609.637,2.113
568163.85,4469609.921,2.1
568163.175,4469610.062,2.414
568162.579,4469610.002,2.372
568162.037,4469609.777,1.847
568161.635,4469609.373,1.689
568161.319,4469608.838,1.599
568161.209,4469608.29,1.584
568161.151,4469607.68,1.444
568161.143,4469607.092,1.352
568161.269,4469606.645,1.725
568161.506,4469606.307,1.735
568161.751,4469606.022,1.709
568162.02,4469605.778,1.618
568162.284,4469605.683,1.638
568162.626,4469605.707,1.712
568163.002,4469605.827,1.875
568163.368,4469606.032,2.036
568163.699,4469606.362,2.133
568164.071,4469606.638,2.305
568164.409,4469606.935,2.431
568164.573,4469607.159,2.336
568164.725,4469607.384,2.336
568164.845,4469607.614,2.398
568165.005,4469607.899,2.441
568165.187,4469608.233,2.5
568165.466,4469608.651,2.542
568165.921,4469609.163,2.664
568166.461,4469609.706,2.568
568167.023,4469610.247,2.596
568167.692,4469610.754,3.211
568168.355,4469611.197,3.227
568169.061,4469611.454,3.213
568169.849,4469611.555,3.191
568170.697,4469611.549,3.204
568171.603,4469611.444,3.068
568172.512,4469611.302,2.993
568173.365,4469611.103,2.918
568174.204,4469610.872,2.882
568175.093,4469610.681,2.783
568175.924,4469610.491,2.727
568176.628,4469610.234,2.701
568177.35,4469610.018,2.644
568178.115,4469609.847,2.58
568178.919,4469609.72,2.578
568179.656,4469609.669,2.58
568180.324,4469609.682,2.53
568181.042,4469609.796,2.496
568181.728,4469609.982,2.496
568182.331,4469610.16,2.513
568182.852,4469610.366,2.477
568183.305,4469610.553,2.463
568183.682,4469610.687,2.47
568184.015,4469610.834,2.447
568184.398,4469611.058,2.408
568184.834,4469611.301,2.411
568185.28,4469611.657,2.418
568185.693,4469612.082,2.348
568186.142,4469612.525,2.283
568186.545,4469612.903,2.3
568186.934,4469613.252,2.257
568187.333,4469613.621,2.342
568187.775,4469614.01,2.345
568188.284,4469614.434,2.369
568188.871,4469614.936,2.391
568189.525,4469615.504,2.346
568190.098,4469616.054,2.375
568190.683,4469616.666,2.378
568191.313,4469617.262,2.412
568191.837,4469617.888,2.405
568192.395,4469618.535,2.414
568192.899,4469619.096,2.428
568193.35,4469619.637,2.395
568193.799,4469620.158,2.342
568194.251,4469620.699,2.313
568194.619,4469621.227,2.26
568195.076,4469621.805,2.205
568195.498,4469622.388,2.205
568195.844,4469622.974,2.188
568196.141,4469623.539,2.203
568196.404,4469624.114,2.181
568196.644,4469624.686,2.179
568196.865,4469625.153,2.143
568197.126,4469625.637,2.087
568197.417,4469626.121,2.11
568197.801,4469626.694,2.071
568198.242,4469627.37,2.021
568198.728,4469628.06,1.995
568199.175,4469628.788,1.97
568199.636,4469629.543,1.908
568200.07,4469630.243,1.89
568200.455,4469630.944,1.834
568200.868,4469631.603,1.803
568201.327,4469632.264,1.798
568201.77,4469632.902,1.804
568202.262,4469633.614,1.765
568202.806,4469634.356,1.727
568203.363,4469635.105,1.651
568203.898,4469635.813,1.645
568204.436,4469636.484,1.586
568204.966,4469637.155,1.523
568205.473,4469637.797,1.523
568206.038,4469638.416,1.49
568206.655,4469639.011,1.439
568207.251,4469639.593,1.395
568207.856,4469640.185,1.357
568208.535,4469640.821,1.308
568209.266,4469641.516,1.258
568210.033,4469642.168,1.183
568210.812,4469642.816,1.197
568211.674,4469643.474,1.183
568212.465,4469644.153,1.117
568213.163,4469644.789,1.07
568213.786,4469645.41,1.01
568214.342,4469646.002,0.976
568214.847,4469646.554,0.965
568215.325,4469647.1,0.979
568215.798,4469647.625,0.92
568216.244,4469648.148,0.915
568216.676,4469648.71,0.929
568217.117,4469649.307,0.896
568217.583,4469649.89,0.837
568218.089,4469650.501,0.844
568218.544,4469651.081,0.868
568219.031,4469651.663,0.873
568219.506,4469652.24,0.881
568220.034,4469652.783,0.902
568220.535,4469653.336,0.905
568221.036,4469653.887,0.882
568221.612,4469654.393,0.899
568222.167,4469654.886,0.911
568222.674,4469655.376,0.914
568223.203,4469655.828,0.895
568223.673,4469656.234,0.882
568224.142,4469656.601,0.882
568224.6,4469656.985,0.879
568225.022,4469657.379,0.826
568225.407,4469657.769,0.808
568225.708,4469658.166,0.783
568225.971,4469658.586,0.726
568226.171,4469658.945,0.707
568226.25,4469659.191,0.7
568226.277,4469659.321,0.705
568226.254,4469659.326,0.711
568226.124,4469659.282,0.701
568225.839,4469659.181,0.696
568225.431,4469659.067,0.703
568224.991,4469658.992,0.725
568224.525,4469658.891,0.772
568223.996,4469658.794,0.789
568223.416,4469658.666,0.817
568222.804,4469658.483,0.825
568222.217,4469658.158,0.864
568221.657,4469657.74,0.897
568221.1,4469657.217,0.906
568220.567,4469656.586,0.923
568220.036,4469655.935,0.91
568219.494,4469655.302,0.937
568218.92,4469654.76,0.932
568218.277,4469654.256,0.93
568217.62,4469653.747,0.9
568216.962,4469653.184,0.91
568216.302,4469652.591,0.886
568215.675,4469651.928,0.821
568215.061,4469651.224,0.89
568214.505,4469650.542,0.885
568213.971,4469649.871,0.909
568213.416,4469649.246,0.934
568212.835,4469648.743,0.969
568212.215,4469648.419,1.011
568211.537,4469648.151,1.025
568210.849,4469647.786,1.025
568210.21,4469647.338,1.044
568209.645,4469646.748,1.09
568209.123,4469646.079,1.155
568208.613,4469645.367,1.16
568208.11,4469644.696,1.182
568207.574,4469644.107,1.255
568207.018,4469643.624,1.268
568206.41,4469643.192,1.334
568205.805,4469642.791,1.345
568205.167,4469642.357,1.365
568204.498,4469641.937,1.4
568203.805,4469641.447,1.423
568203.125,4469640.835,1.487
568202.516,4469640.112,1.528
568201.929,4469639.366,1.564
568201.357,4469638.574,1.622
568200.762,4469637.796,1.628
568200.145,4469637.102,1.683
568199.511,4469636.483,1.73
568198.826,4469635.884,1.75
568198.181,4469635.214,1.809
568197.595,4469634.517,1.816
568197.128,4469633.782,1.862
568196.677,4469632.977,1.939
568196.287,4469632.088,1.957
568195.966,4469631.134,1.962
568195.664,4469630.135,2.028
568195.422,4469629.048,2.064
568195.22,4469627.939,2.097
568195.031,4469626.862,2.122
568194.865,4469625.775,2.14
568194.724,4469624.652,2.191
568194.597,4469623.57,2.204
568194.496,4469622.612,2.216
568194.39,4469621.748,2.25
568194.258,4469620.88,2.28
568194.091,4469620.007,2.306
568193.943,4469619.057,2.372
568193.849,4469618.064,2.372
568193.773,4469617.045,2.339
568193.686,4469616.044,2.329
568193.573,4469615.08,2.339
568193.429,4469614.215,2.342
568193.207,4469613.353,2.282
568192.985,4469612.589,2.28
568192.743,4469611.984,2.28
568192.461,4469611.442,2.302
568192.158,4469610.876,2.29
568191.857,4469610.315,2.295
568191.586,4469609.689,2.27
568191.347,4469609.027,2.28
568191.042,4469608.311,2.295
568190.75,4469607.688,2.313
568190.426,4469607.193,2.287
568190.119,4469606.807,2.303
568189.754,4469606.415,2.355
568189.383,4469606.033,2.385
568189.028,4469605.622,2.401
568188.683,4469605.18,2.405
568188.339,4469604.666,2.411
568187.986,4469604.086,2.376
568187.682,4469603.566,2.398
568187.341,4469603.078,2.444
568186.992,4469602.577,2.487
568186.665,4469602.116,2.503
568186.346,4469601.71,2.504
568186.023,4469601.351,2.546
568185.64,4469600.982,2.595
568185.221,4469600.647,2.659
568184.795,4469600.264,2.687
568184.305,4469599.783,2.736
568183.855,4469599.23,2.79
568183.383,4469598.594,2.786
568182.978,4469598.059,2.796
568182.566,4469597.599,2.805
568182.153,4469597.299,2.819
568181.704,4469596.96,2.828
568181.203,4469596.588,2.799
568180.777,4469596.357,2.786
568180.355,4469596.102,2.707
568179.859,4469595.67,2.761
568179.374,4469595.412,2.763
568178.937,4469595.236,2.76
568178.482,4469595.21,2.806
568178.045,4469595.241,2.874
568177.576,4469595.13,2.961
568177.035,4469595.023,2.99
568176.709,4469594.914,2.955
568176.491,4469594.752,2.951
568176.332,4469594.42,2.977
568176.217,4469593.976,2.947
568176.108,4469593.458,3.029
568176.023,4469592.938,3.128
568176.018,4469592.435,3.23
568176.041,4469591.974,3.302
568176.034,4469591.595,3.326
568176.067,4469591.309,3.303
568176.122,4469591.142,3.295
568176.152,4469591.1,3.299
568176.212,4469591.223,3.313
568176.275,4469591.474,3.318
568176.335,4469591.747,3.279
568176.377,4469592.007,3.22
568176.41,4469592.361,3.194
568176.518,4469592.819,3.059
568176.601,4469593.324,3.011
568176.725,4469593.857,3.011
568176.808,4469594.412,3.007
568176.912,4469594.806,3.019
568176.942,4469595.192,3.003
568177.118,4469595.617,2.966
568177.38,4469596.074,2.895
568177.676,4469596.556,2.871
568178.055,4469597.096,2.866
568178.492,4469597.594,2.859
568178.998,4469598.138,2.852
568179.525,4469598.617,2.892
568179.961,4469599.08,2.94
568180.417,4469599.466,2.894
568180.815,4469599.783,2.894
568181.22,4469600.099,2.836
568181.661,4469600.39,2.78
568182.134,4469600.616,2.784
568182.576,4469600.866,2.776
568183.2,4469601.19,2.718
568183.777,4469601.615,2.635
568184.404,4469602.061,2.566
568185.024,4469602.477,2.533
568185.602,4469602.847,2.534
568186.222,4469603.217,2.524
568186.841,4469603.604,2.476
568187.525,4469604.078,2.371
568188.271,4469604.564,2.412
568188.952,4469605.041,2.418
568189.579,4469605.514,2.381
568190.274,4469606.012,2.353
568190.92,4469606.434,2.322
568191.53,4469606.862,2.296
568192.051,4469607.252,2.342
568192.542,4469607.629,2.342
568193.042,4469608.024,2.313
568193.527,4469608.475,2.267
568194.046,4469608.979,2.286
568194.514,4469609.589,2.247
568195.028,4469610.236,2.312
568195.512,4469610.885,2.355
568195.892,4469611.504,2.359
568196.247,4469611.993,2.359
568196.515,4469612.407,2.348
568196.808,4469612.836,2.356
568197.083,4469613.271,2.306
568197.36,4469613.787,2.339
568197.679,4469614.43,2.343
568197.956,4469615.039,2.372
568198.155,4469615.614,2.369
568198.329,4469616.103,2.335
568198.541,4469616.543,2.295
568198.73,4469616.931,2.29
568198.923,4469617.336,2.237
568199.156,4469617.819,2.191
568199.411,4469618.356,2.164
568199.693,4469618.951,2.137
568200.09,4469619.562,2.133
568200.387,4469620.156,2.099
568200.698,4469620.785,2.107
568201.085,4469621.418,2.061
568201.42,4469621.978,2.046
568201.755,4469622.472,2.015
568202.168,4469622.982,1.99
568202.599,4469623.458,1.995
568203.126,4469623.997,1.952
568203.719,4469624.59,1.954
568204.336,4469625.197,1.91
568204.909,4469625.816,1.854
568205.497,4469626.466,1.788
568206.114,4469627.1,1.753
568206.719,4469627.687,1.735
568207.246,4469628.258,1.702
568207.704,4469628.834,1.666
568208.297,4469629.428,1.65
568208.883,4469630.041,1.62
568209.478,4469630.677,1.613
568210.051,4469631.345,1.561
568210.645,4469632.052,1.516
568211.248,4469632.765,1.462
568211.813,4469633.485,1.428
568212.382,4469634.218,1.426
568213.016,4469634.814,1.377
568213.623,4469635.297,1.327
568214.254,4469635.716,1.324
568214.939,4469636.146,1.276
568215.614,4469636.556,1.243
568216.328,4469636.99,1.217
568217.03,4469637.441,1.207
568217.787,4469637.872,1.174
568218.509,4469638.355,1.127
568219.216,4469638.811,1.082
568219.934,4469639.297,1.087
568220.65,4469639.768,1.068
568221.281,4469640.232,1.035
568221.915,4469640.715,0.982
568222.557,4469641.206,0.941
568223.157,4469641.715,0.95
568223.789,4469642.247,0.899
568224.457,4469642.799,0.865
568225.117,4469643.418,0.854
568225.77,4469644.064,0.855
568226.421,4469644.761,0.832
568227.062,4469645.468,0.828
568227.666,4469646.19,0.83
568228.194,4469646.855,0.837
568228.69,4469647.446,0.809
568229.118,4469647.93,0.846
568229.5,4469648.364,0.799
568229.881,4469648.82,0.821
568230.269,4469649.361,0.789
568230.68,4469649.959,0.77
568231.083,4469650.646,0.737
568231.411,4469651.312,0.7
568231.64,4469651.897,0.653
568231.778,4469652.401,0.641
568231.809,4469652.83,0.634
568231.755,4469653.242,0.636
568231.636,4469653.604,0.577
568231.403,4469653.885,0.613
568231.108,4469654.044,0.623
568230.762,4469654.08,0.648
568230.376,4469654.03,0.689
568229.97,4469653.943,0.725
568229.54,4469653.83,0.748
568229.082,4469653.726,0.779
568228.621,4469653.614,0.794
568228.118,4469653.524,0.813
568227.59,4469653.443,0.834
568227.046,4469653.433,0.877
568226.466,4469653.465,0.892
568225.825,4469653.503,0.89
568225.175,4469653.497,0.891
568224.546,4469653.381,0.883
568223.925,4469653.154,0.882
568223.356,4469652.825,0.882
568222.838,4469652.433,0.901
568222.346,4469652.033,0.867
568221.865,4469651.687,0.876
568221.405,4469651.464,0.863
568220.941,4469651.353,0.871
568220.434,4469651.342,0.887
568219.889,4469651.327,0.846
568219.327,4469651.258,0.879
568218.764,4469651.066,0.868
568218.22,4469650.754,0.868
568217.673,4469650.354,0.864
568217.137,4469649.924,0.887
568216.576,4469649.549,0.91
568215.953,4469649.241,0.896
568215.319,4469648.929,0.947
568214.644,4469648.563,0.916
568213.961,4469648.185,0.965
568213.312,4469647.742,1.002
568212.648,4469647.203,1.022
568211.974,4469646.647,1.09
568211.316,4469646.136,1.094
568210.637,4469645.546,1.124
568209.916,4469644.972,1.163
568209.182,4469644.374,1.196
568208.425,4469643.78,1.238
568207.671,4469643.133,1.268
568206.95,4469642.447,1.298
568206.262,4469641.739,1.337
568205.634,4469640.977,1.378
568205.054,4469640.222,1.459
568204.532,4469639.409,1.456
568204.037,4469638.541,1.505
568203.556,4469637.686,1.546
568203.129,4469636.799,1.617
568202.721,4469635.93,1.671
568202.349,4469635.084,1.694
568201.991,4469634.307,1.727
568201.615,4469633.574,1.762
568201.229,4469632.839,1.781
568200.833,4469632.118,1.771
568200.426,4469631.378,1.824
568199.995,4469630.626,1.882
568199.552,4469629.907,1.865
568199.108,4469629.165,1.928
568198.66,4469628.446,1.99
568198.197,4469627.71,2.015
568197.691,4469626.978,2.033
568197.178,4469626.22,2.079
568196.658,4469625.537,2.069
568196.144,4469624.853,2.153
568195.626,4469624.133,2.163
568195.126,4469623.311,2.197
568194.633,4469622.483,2.207
568194.13,4469621.686,2.228
568193.649,4469620.935,2.309
568193.184,4469620.218,2.365
568192.72,4469619.541,2.381
568192.209,4469618.833,2.371
568191.691,4469618.056,2.352
568191.198,4469617.239,2.352
568190.749,4469616.425,2.343
568190.296,4469615.603,2.309
568189.817,4469614.825,2.306
568189.367,4469614.047,2.297
568188.853,4469613.323,2.276
568188.339,4469612.621,2.282
568187.85,4469611.883,2.277
568187.343,4469611.082,2.249
568186.865,4469610.263,2.299
568186.403,4469609.341,2.345
568185.941,4469608.373,2.407
568185.484,4469607.469,2.434
568185.014,4469606.669,2.49
568184.534,4469606.048,2.516
568183.99,4469605.528,2.546
568183.387,4469605.044,2.591
568182.673,4469604.506,2.589
568181.896,4469603.949,2.7
568181.126,4469603.291,2.846
568180.374,4469602.452,2.901
568179.714,4469601.441,2.955
568179.101,4469600.48,2.95
