East_m,North_m,Depth_m
567957.243,4470391.939,1.335
567954.773,4470392.748,1.335
567955.091,4470394.358,1.335
567957.049,4470394.185,1.335
568009.076,4470379.676,1.335
567963.047,4470385.193,1.335
567959.853,4470385.985,1.335
567957.384,4470386.798,1.335
567953.93,4470387.904,1.335
567954.592,4470393.364,1.355
567958.364,4470391.958,1.355
567959.054,4470391.775,1.355
567959.786,4470391.564,1.355
567960.543,4470391.303,1.355
568009.072,4470382.181,1.355
567959.486,4470387.937,1.355
567957.727,4470388.364,1.355
567956.696,4470388.615,1.355
567955.373,4470389.036,1.355
567961.165,4470393.799,1.355
568007.272,4470375.48,1.355
568006.801,4470375.529,1.355
567961.344,4470390.213,1.355
567958.783,4470391.249,1.355
567951.976,4470393.104,1.355
567964.83,4470393.554,1.355
567960.296,4470385.876,1.355
567959.381,4470386.135,1.355
567953.989,4470387.876,1.355
567953.58,4470388.143,1.355
567953.458,4470388.204,1.355
567953.034,4470388.335,1.355
568007.059,4470382.322,1.365
567961.017,4470387.48,1.365
567955.794,4470388.925,1.365
567952.312,4470389.548,1.365
567962.913,4470393.959,1.365
568008.21,4470377.32,1.365
568006.253,4470375.601,1.365
567960.07,4470393.974,1.365
567965.944,4470393.368,1.365
567967.059,4470393.132,1.365
567962.151,4470385.446,1.365
567958.126,4470386.598,1.365
567954.606,4470387.608,1.365
567953.883,4470387.934,1.365
567956.928,4470392.478,1.385
567961.898,4470390.84,1.385
567962.454,4470390.636,1.385
567963.029,4470390.403,1.385
567961.491,4470387.104,1.385
567961.238,4470387.32,1.385
567959.034,4470388.051,1.385
567963.827,4470394.027,1.385
567968.286,4470393.93,1.385
568007.134,4470377.475,1.385
567962.633,4470389.828,1.385
567958.277,4470391.451,1.385
567960.967,4470393.928,1.385
567961.854,4470393.902,1.385
568007.853,4470380.419,1.385
568008.454,4470380.023,1.385
568007.267,4470379.026,1.385
567961.05,4470385.733,1.385
567960.705,4470385.802,1.385
567958.542,4470386.453,1.385
567953.795,4470387.995,1.385
567953.703,4470388.076,1.385
567961.28,4470391.047,1.395
567963.635,4470390.2,1.395
567967.455,4470385.821,1.395
567964.803,4470386.146,1.395
567962.265,4470386.679,1.395
567954.906,4470389.152,1.395
567954.331,4470389.253,1.395
567965.36,4470389.394,1.395
568006.406,4470379.075,1.395
567961.756,4470385.554,1.395
567965.145,4470389.655,1.415
568006.5,4470382.465,1.415
567965.407,4470386.061,1.415
567962.755,4470386.527,1.415
567967.709,4470389.118,1.415
567967.075,4470389.202,1.415
567968.122,4470392.889,1.415
567963.548,4470385.1,1.415
568007.837,4470379.707,1.425
568006.99,4470379.632,1.425
567966.516,4470385.934,1.425
567963.256,4470386.436,1.425
567970.88,4470393.089,1.425
568005.678,4470375.679,1.425
567953.263,4470388.263,1.425
567971.589,4470386.347,1.445
567967.256,4470385.836,1.445
567964.238,4470386.248,1.445
567961.849,4470386.867,1.445
567969.168,4470393.662,1.445
567972.464,4470387.42,1.445
567971.161,4470387.939,1.445
567970.481,4470388.19,1.445
567966.267,4470389.287,1.445
567964.43,4470389.505,1.445
568007.219,4470380.875,1.445
567964.068,4470384.997,1.445
567966.017,4470389.265,1.455
567968.268,4470388.025,1.455
567976.357,4470384.218,1.455
567968.495,4470385.498,1.455
567965.981,4470385.993,1.455
567972.515,4470392.439,1.455
567974.036,4470391.684,1.455
567975.409,4470391.033,1.455
567984.43,4470387.054,1.455
568006.64,4470377.523,1.455
567971.805,4470387.678,1.455
567965.786,4470384.647,1.455
567964.609,4470384.897,1.455
567964.331,4470389.971,1.475
567967.611,4470388.406,1.475
567969.11,4470385.366,1.475
567973.291,4470392.06,1.475
568005.211,4470377.709,1.475
567968.247,4470389.024,1.475
567969.11,4470392.666,1.475
567972.672,4470392.036,1.475
567984.555,4470389.821,1.475
567985.378,4470389.573,1.475
568006.567,4470381.371,1.475
567967.941,4470384.274,1.475
567967.219,4470384.394,1.475
567965.165,4470384.784,1.475
567966.842,4470388.822,1.485
567972.3,4470386.013,1.485
567973.018,4470385.654,1.485
567995.932,4470383.657,1.485
568003.197,4470383.145,1.485
568003.818,4470382.996,1.485
567976.698,4470384.028,1.485
567976.025,4470384.415,1.485
567967.682,4470385.77,1.485
567971.716,4470392.775,1.485
567974.719,4470391.343,1.485
567968.727,4470388.868,1.485
567974.253,4470391.796,1.485
567975.554,4470382.973,1.485
567966.473,4470384.502,1.485
568004.493,4470382.853,1.505
568005.159,4470382.717,1.505
567969.808,4470385.252,1.505
567976.14,4470390.758,1.505
567976.882,4470390.475,1.505
567978.407,4470389.811,1.505
567979.204,4470389.451,1.505
567981.852,4470388.152,1.505
567970.041,4470392.459,1.505
567971.816,4470392.164,1.505
567975.017,4470391.696,1.505
567986.196,4470389.37,1.505
567970.886,4470386.704,1.515
567975.724,4470384.265,1.515
567976.437,4470383.972,1.515
567977.989,4470383.26,1.515
567979.985,4470389.095,1.515
568005.701,4470377.61,1.515
568006.185,4470377.566,1.515
568003.675,4470376.232,1.515
567975.857,4470386.217,1.515
567973.848,4470386.839,1.515
567969.249,4470388.661,1.515
567970.947,4470392.306,1.515
567973.473,4470391.917,1.515
567975.783,4470391.615,1.515
567981.157,4470390.744,1.515
567989.376,4470388.827,1.515
567975.154,4470383.123,1.515
567969.318,4470384.017,1.515
567968.933,4470387.639,1.535
567969.52,4470387.345,1.535
567975.271,4470384.687,1.535
567974.829,4470384.754,1.535
567977.64,4470390.165,1.535
567981.32,4470388.426,1.535
567985.352,4470386.471,1.535
568003.973,4470376.095,1.535
567973.151,4470387.12,1.535
567969.825,4470388.427,1.535
567982.902,4470390.327,1.535
568004.988,4470382.42,1.535
567976.616,4470382.627,1.535
567974.311,4470383.315,1.535
567968.656,4470384.152,1.535
567970.202,4470387.049,1.545
567974.987,4470384.598,1.545
567977.851,4470383.424,1.545
567978.502,4470383.264,1.545
567988.498,4470384.004,1.545
568005.324,4470379.483,1.545
567977.8,4470383.434,1.545
567977.027,4470383.866,1.545
567975.661,4470384.575,1.545
567972.848,4470384.951,1.545
567970.043,4470393.379,1.545
567980.703,4470388.742,1.545
567982.354,4470387.943,1.545
567982.862,4470387.773,1.545
567984.875,4470386.782,1.545
568004.307,4470376.015,1.545
567974.539,4470386.623,1.545
567976.526,4470391.528,1.545
567977.31,4470391.427,1.545
567980.317,4470390.901,1.545
567983.719,4470390.073,1.545
567987.755,4470389.098,1.545
567997.769,4470386.666,1.545
568005.597,4470379.092,1.545
568004.191,4470379.237,1.545
567981.877,4470381.544,1.545
567977.29,4470382.447,1.545
567976.048,4470382.796,1.545
567974.751,4470383.246,1.545
567972.55,4470383.428,1.545
567971.852,4470383.534,1.545
567974.339,4470384.927,1.565
568003.976,4470379.281,1.565
567983.39,4470387.563,1.565
567983.915,4470387.318,1.565
568002.086,4470378.729,1.565
568004.648,4470377.838,1.565
568003.432,4470376.386,1.565
567986.257,4470379.903,1.565
567981.546,4470382.758,1.565
567977.326,4470385.47,1.565
567978.036,4470391.298,1.565
567978.77,4470391.15,1.565
567994.751,4470387.628,1.565
567997.022,4470386.934,1.565
568004.871,4470379.171,1.565
567973.814,4470383.366,1.565
567973.211,4470383.386,1.565
567969.95,4470383.905,1.565
567977.183,4470383.674,1.575
567979.139,4470383.146,1.575
567982.984,4470383.049,1.575
567997.769,4470383.691,1.575
567998.368,4470383.618,1.575
568006.122,4470379.553,1.575
568004.641,4470379.382,1.575
568000.672,4470378.45,1.575
567978.144,4470383.03,1.575
567977.333,4470383.712,1.575
567974.303,4470384.818,1.575
567973.619,4470384.864,1.575
568003.424,4470378.242,1.575
568004.055,4470378.031,1.575
568005.156,4470375.797,1.575
567986.882,4470379.597,1.575
567977.795,4470385.142,1.575
567976.417,4470385.999,1.575
567982.025,4470390.554,1.575
567986.976,4470389.223,1.575
568005.822,4470381.895,1.575
567999.651,4470378.793,1.575
567988.736,4470380.228,1.575
567984.093,4470381.068,1.575
567983.343,4470381.227,1.575
567971.185,4470383.674,1.575
567973.672,4470385.293,1.595
567979.797,4470383.01,1.595
567982.476,4470383.017,1.595
567984.006,4470383.206,1.595
567986.105,4470383.469,1.595
567995.242,4470383.671,1.595
567996.561,4470383.682,1.595
567989.013,4470379.429,1.595
567986.254,4470380.084,1.595
567985.704,4470380.271,1.595
567977.599,4470383.572,1.595
567985.725,4470386.213,1.595
567986.08,4470386.031,1.595
567986.969,4470385.655,1.595
567987.59,4470385.31,1.595
567988.275,4470384.869,1.595
568004.685,4470375.924,1.595
567991.982,4470376.805,1.595
567985.608,4470380.225,1.595
567983.735,4470381.264,1.595
567982.001,4470382.455,1.595
567980.232,4470383.585,1.595
567979.781,4470383.825,1.595
567978.792,4470384.413,1.595
567978.258,4470384.781,1.595
567976.881,4470385.746,1.595
567979.537,4470391.025,1.595
567988.564,4470388.96,1.595
567998.568,4470386.347,1.595
568004.139,4470382.929,1.595
568003.617,4470379.258,1.595
567981.122,4470381.676,1.595
567983.474,4470383.138,1.605
567984.532,4470383.268,1.605
567985.574,4470383.352,1.605
567994.47,4470383.678,1.605
568003.352,4470379.107,1.605
568002.734,4470378.918,1.605
567986.828,4470379.913,1.605
567983.897,4470380.738,1.605
567982.575,4470381.012,1.605
567981.94,4470381.189,1.605
567978.919,4470382.335,1.605
567972.013,4470385.037,1.605
567996.98,4470380.483,1.605
568002.828,4470376.569,1.605
568000.031,4470375.349,1.605
567992.557,4470376.168,1.605
567983.214,4470381.61,1.605
567982.369,4470382.199,1.605
568003.357,4470383.394,1.605
568003.066,4470379.253,1.605
567986.456,4470380.659,1.605
567982.619,4470381.391,1.605
567970.571,4470383.796,1.605
567980.456,4470382.925,1.625
567985.074,4470383.299,1.625
567989.793,4470383.986,1.625
567990.456,4470383.94,1.625
567991.152,4470383.918,1.625
567993.647,4470383.733,1.625
567997.156,4470383.709,1.625
567993.842,4470377.904,1.625
567989.368,4470379.337,1.625
567988.005,4470379.621,1.625
567987.431,4470379.759,1.625
567984.538,4470380.578,1.625
567983.21,4470380.873,1.625
567992.777,4470382.281,1.625
567995.433,4470381.088,1.625
567996.497,4470380.671,1.625
567997.442,4470380.287,1.625
567992.84,4470375.904,1.625
567992.205,4470376.62,1.625
567982.786,4470381.929,1.625
567980.679,4470383.33,1.625
567975.224,4470386.399,1.625
567993.954,4470387.875,1.625
568002.556,4470379.207,1.625
568000.334,4470378.838,1.625
567984.861,4470380.902,1.625
567980.343,4470381.835,1.625
567981.028,4470382.885,1.635
567982.006,4470382.937,1.635
567986.633,4470383.601,1.635
567987.225,4470383.739,1.635
567989.149,4470384.021,1.635
567992.812,4470383.804,1.635
567995.069,4470377.711,1.635
567993.315,4470378.045,1.635
567988.546,4470379.517,1.635
567980.308,4470381.738,1.635
567979.907,4470381.88,1.635
567979.229,4470382.174,1.635
567978.362,4470382.758,1.635
567971.274,4470385.134,1.635
567988.983,4470384.414,1.635
567990.305,4470383.616,1.635
567990.901,4470383.243,1.635
567991.508,4470382.928,1.635
568003.227,4470376.448,1.635
568002.268,4470376.64,1.635
567992.373,4470376.401,1.635
567989.488,4470378.077,1.635
567987.456,4470379.299,1.635
567979.295,4470384.1,1.635
567990.208,4470388.658,1.635
567993.201,4470388.078,1.635
567995.528,4470387.393,1.635
567996.288,4470387.161,1.635
568000.116,4470385.507,1.635
567995.127,4470378.907,1.635
567994.588,4470378.913,1.635
567994.02,4470378.968,1.635
567990.608,4470379.552,1.635
567978.816,4470382.124,1.635
567978.034,4470382.268,1.635
567999.792,4470383.654,1.655
567996.178,4470377.648,1.655
567981.331,4470381.391,1.655
567978.634,4470382.526,1.655
567970.528,4470385.176,1.655
567986.476,4470385.876,1.655
567994.363,4470381.521,1.655
567994.882,4470381.297,1.655
568000.805,4470379.147,1.655
568002.757,4470378.478,1.655
568003.003,4470376.523,1.655
567998.632,4470374.7,1.655
567993.678,4470375.359,1.655
567993.191,4470375.621,1.655
567988.416,4470378.709,1.655
567987.931,4470378.996,1.655
567991.763,4470388.356,1.655
567992.472,4470388.225,1.655
567999.345,4470385.953,1.655
568002.654,4470383.798,1.655
567989.104,4470380.083,1.655
567988.34,4470380.332,1.655
567987.856,4470380.428,1.655
567987.198,4470380.54,1.655
567998.91,4470383.562,1.665
567999.365,4470383.58,1.665
568002.1,4470378.702,1.665
568001.367,4470378.541,1.665
567998.569,4470378.272,1.665
567996.557,4470377.727,1.665
567994.286,4470377.811,1.665
567991.257,4470378.558,1.665
567993.346,4470381.99,1.665
567999.161,4470379.619,1.665
568000.223,4470379.324,1.665
568001.547,4470376.351,1.665
567984.987,4470380.568,1.665
567981.105,4470383.052,1.665
568000.813,4470385.044,1.665
568002.037,4470379.107,1.665
568000.932,4470378.905,1.665
567996.151,4470378.828,1.665
567995.619,4470378.872,1.665
567985.646,4470380.764,1.665
567987.841,4470383.887,1.685
567991.955,4470383.865,1.685
568000.035,4470378.39,1.685
567998.245,4470378.203,1.685
567985.135,4470380.425,1.685
567989.67,4470383.995,1.685
567992.147,4470382.609,1.685
567995.964,4470380.882,1.685
567997.765,4470380.15,1.685
567998.77,4470379.727,1.685
567984.343,4470380.91,1.685
567991.01,4470388.505,1.685
568001.432,4470384.597,1.685
567998.185,4470378.795,1.685
567997.451,4470378.792,1.685
567993.391,4470379.027,1.685
567992.021,4470379.223,1.685
567991.301,4470379.367,1.685
567999.472,4470378.365,1.695
567998.976,4470378.33,1.695
567996.925,4470377.83,1.695
567995.783,4470377.651,1.695
567995.438,4470377.679,1.695
567990.616,4470378.778,1.695
567980.79,4470381.578,1.695
567993.853,4470381.749,1.695
567999.674,4470379.486,1.695
568001.422,4470378.964,1.695
568002.555,4470376.612,1.695
568001.88,4470376.455,1.695
568000.414,4470376.029,1.695
567998.015,4470374.674,1.695
568002.018,4470384.184,1.695
567998.937,4470378.784,1.695
567996.761,4470378.796,1.695
567989.511,4470379.919,1.695
567981.534,4470382.901,1.715
567997.273,4470377.94,1.715
567994.704,4470377.742,1.715
567990.099,4470378.986,1.715
567994.824,4470375.004,1.715
567994.219,4470375.149,1.715
567991.605,4470376.984,1.715
567991.142,4470377.195,1.715
567990.055,4470377.742,1.715
568001.511,4470379.002,1.715
567992.752,4470379.103,1.715
567990.018,4470379.732,1.715
567979.575,4470381.974,1.715
567997.914,4470378.122,1.725
567997.614,4470378.046,1.725
567991.972,4470378.372,1.725
567998.383,4470379.845,1.725
568001.09,4470376.3,1.725
568000.875,4470376.17,1.725
567990.623,4470377.448,1.725
567988.915,4470378.399,1.725
567999.598,4470375.023,1.745
567999.284,4470374.81,1.745
567992.674,4470378.201,1.755
567997.406,4470374.644,1.755
567996.067,4470374.828,1.755
567996.743,4470374.731,1.775
568000.332,4470375.677,1.805
567995.445,4470374.903,1.805
567925.799,4470254.131,0.862
567922.728,4470250.879,0.882
567922.493,4470250.608,0.892
567923.019,4470251.114,0.892
567923.667,4470251.72,0.892
567922.444,4470250.308,0.912
567923.341,4470251.372,0.912
567922.777,4470249.922,0.942
567924.415,4470252.653,0.942
567923.263,4470249.846,0.972
567923.023,4470249.884,0.972
567924.023,4470252.166,0.972
567922.556,4470250.057,0.982
567926.721,4470254.887,0.982
567925.292,4470253.648,1.012
567924.842,4470253.156,1.032
567996.998,4470258.796,1.122
567997.026,4470258.803,1.122
567927.096,4470255.193,1.132
567927.847,4470255.548,1.132
567929.624,4470255.293,1.132
567996.837,4470258.785,1.132
567930.445,4470254.921,1.152
567996.978,4470258.859,1.152
567929.98,4470255.117,1.162
567930.226,4470254.986,1.162
567996.582,4470258.712,1.162
567996.889,4470258.958,1.162
567996.386,4470259.356,1.182
567928.735,4470255.55,1.192
567930.671,4470254.935,1.192
567996.739,4470259.082,1.192
567996.193,4470259.451,1.192
567932.303,4470254.906,1.212
567996.563,4470259.226,1.212
567995.956,4470259.506,1.212
567996.188,4470258.559,1.222
567995.328,4470259.488,1.222
567930.981,4470254.964,1.252
567931.381,4470254.953,1.252
567932.701,4470254.919,1.252
567995.751,4470258.417,1.252
567994.863,4470259.46,1.252
567995.306,4470258.322,1.272
567933.063,4470255.045,1.282
567995.679,4470259.511,1.282
567931.847,4470254.928,1.342
567993.812,4470258.57,1.372
567994.353,4470258.397,1.402
567994.829,4470258.304,1.402
567994.272,4470259.428,1.402
567992.943,4470259.372,1.432
567993.651,4470259.394,1.452
567991.682,4470259.264,1.462
567992.308,4470259.349,1.482
567991.063,4470259.12,1.512
567990.51,4470258.951,1.512
567989.9,4470258.75,1.572
567989.31,4470258.555,1.602
567988.711,4470258.331,1.632
567941.214,4470037.144,0.49
567872.846,4470116.795,0.55
567872.843,4470117.291,0.55
567930.649,4470086.172,0.556
567932.1,4470086.543,0.576
567932.466,4470086.564,0.576
567933.558,4470086.239,0.586
567933.004,4470086.461,0.606
567933.283,4470086.337,0.606
567934.231,4470085.94,0.606
567941.609,4470037.741,0.61
567872.902,4470116.204,0.61
567932.761,4470086.519,0.616
567941.046,4470036.513,0.62
567931.001,4470086.297,0.636
567931.742,4470086.483,0.636
567931.353,4470086.41,0.646
567934.602,4470085.768,0.646
567935.351,4470085.262,0.646
567933.874,4470086.094,0.666
567942.154,4470038.275,0.67
567873.043,4470118.248,0.67
567873.209,4470118.484,0.67
567894.989,4470132.267,0.68
567893.251,4470131.148,0.68
567891.543,4470130.145,0.68
567941.069,4470035.86,0.7
567895.882,4470132.857,0.7
567892.401,4470130.624,0.7
567872.866,4470117.667,0.7
567872.946,4470117.981,0.7
567933.473,4470105.449,0.705
567937.519,4470084.056,0.706
567873.41,4470118.706,0.71
567909.72,4470147.034,0.71
567934.672,4470085.747,0.712
567935.823,4470084.964,0.726
567936.339,4470084.678,0.726
567896.755,4470133.435,0.73
567889.839,4470129.043,0.73
567907.347,4470146.077,0.73
567934.653,4470084.656,0.732
567934.671,4470086.245,0.732
567938.743,4470083.084,0.736
567931.991,4470136.525,0.74
567889.781,4470129.32,0.74
567890.09,4470129.046,0.74
567890.238,4470129.124,0.74
567890.29,4470129.325,0.74
567908.531,4470146.586,0.74
567934.428,4470084.51,0.742
567934.667,4470085.209,0.742
567898.445,4470134.498,0.76
567934.145,4470084.336,0.762
567936.901,4470084.37,0.766
567932.488,4470137.306,0.77
567900.067,4470135.429,0.77
567899.261,4470134.981,0.77
567933.377,4470083.09,0.772
567933.905,4470084.143,0.772
567937.759,4470083.712,0.772
567933.608,4470105.146,0.785
567933.474,4470105.799,0.785
567914.016,4470148.124,0.79
567890.226,4470129.589,0.79
567933.371,4470083.217,0.792
567934.656,4470086.672,0.792
567933.895,4470104.913,0.795
567933.621,4470106.206,0.795
567942.854,4470038.741,0.8
567901.633,4470136.213,0.8
567900.849,4470135.831,0.8
567889.505,4470129.085,0.8
567904.984,4470144.74,0.8
567912.064,4470147.762,0.8
567914.344,4470148.307,0.8
567933.484,4470082.94,0.802
567933.422,4470083,0.802
567937.575,4470084.31,0.802
567933.86,4470106.655,0.815
567933.969,4470103.479,0.815
567934.12,4470103.685,0.815
